Name,Site.Name,Year,Habitat,Row,Column,Label,Annotator,Date annotated
20150917_CBC-Central-Reef_PQ_Seemann_12.png,Carrie Bow Reef,2015,Fore Reef,1687,231,Pgor,jonesms,2017-02-22 19:25:22+00:00
20150917_CBC-Central-Reef_PQ_Seemann_12.png,Carrie Bow Reef,2015,Fore Reef,2078,1515,Turf thin,jonesms,2017-02-22 19:25:22+00:00
20150917_CBC-Central-Reef_PQ_Seemann_12.png,Carrie Bow Reef,2015,Fore Reef,1933,1025,Lob_spp,jonesms,2017-02-22 19:25:22+00:00
20150917_CBC-Central-Reef_PQ_Seemann_12.png,Carrie Bow Reef,2015,Fore Reef,1706,1468,Hal_spp,jonesms,2017-02-22 19:25:22+00:00
20150917_CBC-Central-Reef_PQ_Seemann_12.png,Carrie Bow Reef,2015,Fore Reef,1927,840,Lob_spp,jonesms,2017-02-22 19:25:22+00:00
20150917_CBC-Central-Reef_PQ_Seemann_12.png,Carrie Bow Reef,2015,Fore Reef,1814,2056,Lob_spp,jonesms,2017-02-22 19:25:22+00:00
20150917_CBC-Central-Reef_PQ_Seemann_12.png,Carrie Bow Reef,2015,Fore Reef,1925,1944,Lob_spp,jonesms,2017-02-22 19:25:22+00:00
20150917_CBC-Central-Reef_PQ_Seemann_12.png,Carrie Bow Reef,2015,Fore Reef,1623,2798,Unk,jonesms,2017-02-22 19:25:22+00:00
20150917_CBC-Central-Reef_PQ_Seemann_12.png,Carrie Bow Reef,2015,Fore Reef,2413,54,Pgor,jonesms,2017-02-22 19:25:22+00:00
20150917_CBC-Central-Reef_PQ_Seemann_12.png,Carrie Bow Reef,2015,Fore Reef,2616,2474,SHAD,jonesms,2017-02-22 19:25:22+00:00
20150917_CBC-Central-Reef_PQ_Seemann_12.png,Carrie Bow Reef,2015,Fore Reef,2588,2181,Pgor,jonesms,2017-02-22 19:25:22+00:00
20150917_CBC-Central-Reef_PQ_Seemann_12.png,Carrie Bow Reef,2015,Fore Reef,2189,2216,Macro,jonesms,2017-02-22 19:25:22+00:00
20150917_CBC-Central-Reef_PQ_Seemann_12.png,Carrie Bow Reef,2015,Fore Reef,2630,2714,Unk,jonesms,2017-02-22 19:25:22+00:00
20150917_CBC-Central-Reef_PQ_Seemann_12.png,Carrie Bow Reef,2015,Fore Reef,2539,3966,GORGO,jonesms,2017-02-22 19:25:22+00:00
20150917_CBC-Central-Reef_PQ_Seemann_12.png,Carrie Bow Reef,2015,Fore Reef,2224,3377,PAST,jonesms,2017-02-22 19:25:22+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,114,608,Turf thin,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,291,543,Turf thin,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,298,768,Turf thin,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,245,1470,Macro,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,450,977,CYAN,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,127,1627,DL,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,315,2891,CYAN,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,365,3731,SSID,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,274,3508,SSID,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,637,685,LSUB_RUB,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,833,609,Turf thin,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,903,276,Turf thin,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,836,713,Turf thin,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,676,608,Turf thin,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,570,1468,Turf thin,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,510,1920,Sand,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,615,2031,Macro,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,523,3006,SSID,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,806,3102,SSID,jonesms,2017-02-22 19:43:29+00:00
20150917_CBC-Central-Reef_PQ_Seemann_13.png,Carrie Bow Reef,2015,Fore Reef,781,2689,Dicsp,jonesms,2017-02-22 19:43:29+00:00
