Location,Habitat,Site No,Site.Name,Lon,Lat,Year,Date (mm/dd/yy),Data Point,Relief (m),Data Collector
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,10,0.5,Scott Jones
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,11,0.35,Scott Jones
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,12,0.25,Scott Jones
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,13,0.6,Scott Jones
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,14,0.5,Scott Jones
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,15,0.4,Scott Jones
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,16,0.35,Scott Jones
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,17,0.03,Scott Jones
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,18,0.34,Scott Jones
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,19,0.5,Scott Jones
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,20,0.45,Scott Jones
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,21,0.4,Scott Jones
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,22,0.45,Scott Jones
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,23,0.4,Scott Jones
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,24,0.4,Scott Jones
CBC,Patch Reef,CBC17,Curlew Patch Reef,16.78,-88.10123,2015,9/22/15,25,0.6,Scott Jones
